link_id,link_name,status,match_source,road_id,road_name,score,distance_m,overlap_ratio,name_similarity,traffic,capacity,lanes,speed_limit,best_candidate_road_id,best_candidate_road_name,best_candidate_score,best_candidate_distance_m,best_candidate_overlap_ratio,best_candidate_name_similarity
L230,OSM road 230,no_match,,,,,,,,,,,,,,,,,
L231,OSM road 231,no_match,,,,,,,,,,,,,,,,,
L232,OSM road 232,no_match,,,,,,,,,,,,,,,,,
L233,OSM road 233,no_match,,,,,,,,,,,,,,,,,
L234,OSM road 234,no_match,,,,,,,,,,,,,,,,,
L235,OSM road 235,no_match,,,,,,,,,,,,,,,,,
L236,OSM road 236,no_match,,,,,,,,,,,,,,,,,
L237,OSM road 237,no_match,,,,,,,,,,,,,,,,,
L238,OSM road 238,no_match,,,,,,,,,,,,,,,,,
L239,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2287,2.13,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2287,2.13,1.0,1.0
L240,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2287,2.13,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2287,2.13,1.0,1.0
L241,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2314,1.86,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2314,1.86,1.0,1.0
L242,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2412,0.88,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2412,0.88,1.0,1.0
L243,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2412,0.88,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2412,0.88,1.0,1.0
L244,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2248,2.52,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2248,2.52,1.0,1.0
L245,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2214,2.86,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2214,2.86,1.0,1.0
L246,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.243,0.7,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.243,0.7,1.0,1.0
L247,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2355,1.45,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2355,1.45,1.0,1.0
L248,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.25,0.0,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.25,0.0,1.0,1.0
L249,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.25,0.0,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.25,0.0,1.0,1.0
L250,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2285,2.15,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2285,2.15,1.0,1.0
L251,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2163,3.37,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2163,3.37,1.0,1.0
L252,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2163,3.37,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2163,3.37,1.0,1.0
L253,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2393,1.07,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2393,1.07,1.0,1.0
L254,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2393,1.07,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2393,1.07,1.0,1.0
L255,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.2179,3.21,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.2179,3.21,1.0,1.0
L256,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.25,0.0,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.25,0.0,1.0,1.0
L257,Ельцовская улица,matched_direct,direct,176016,ул Ельцовская,1.25,0.0,1.0,1.0,6000.0,3600.0,2,40.0,176016,ул Ельцовская,1.25,0.0,1.0,1.0
L258,OSM road 258,no_match,,,,,,,,,,,,179524,ул Холодильная,0.3465,6.12,0.0888,0.0
L259,OSM road 259,no_match,,,,,,,,,,,,,,,,,
L260,OSM road 260,no_match,,,,,,,,,,,,,,,,,
L261,OSM road 261,no_match,,,,,,,,,,,,,,,,,
L262,OSM road 262,no_match,,,,,,,,,,,,,,,,,
L263,OSM road 263,no_match,,,,,,,,,,,,,,,,,
L264,OSM road 264,no_match,,,,,,,,,,,,,,,,,
L265,OSM road 265,no_match,,,,,,,,,,,,,,,,,
L266,OSM road 266,no_match,,,,,,,,,,,,,,,,,
L267,OSM road 267,no_match,,,,,,,,,,,,175707,ул Переездная,0.0869,26.31,0.0,0.0
L268,OSM road 268,no_match,,,,,,,,,,,,,,,,,
L269,OSM road 269,no_match,,,,,,,,,,,,,,,,,
L270,OSM road 270,no_match,,,,,,,,,,,,,,,,,
L271,OSM road 271,no_match,,,,,,,,,,,,,,,,,
L272,OSM road 272,no_match,,,,,,,,,,,,,,,,,
L273,OSM road 273,no_match,,,,,,,,,,,,,,,,,
L274,OSM road 274,no_match,,,,,,,,,,,,,,,,,
L275,OSM road 275,no_match,,,,,,,,,,,,,,,,,
L276,OSM road 276,no_match,,,,,,,,,,,,,,,,,
L277,OSM road 277,no_match,,,,,,,,,,,,,,,,,
L278,OSM road 278,no_match,,,,,,,,,,,,177858,ул Линейная,0.3147,13.95,0.1602,0.0
L279,OSM road 279,matched_direct,direct,177858,ул Линейная,1.0,0.0,1.0,0.0,6000.0,3600.0,1,40.0,177858,ул Линейная,1.0,0.0,1.0,0.0
L280,OSM road 280,no_match,,,,,,,,,,,,,,,,,
L281,OSM road 281,no_match,,,,,,,,,,,,,,,,,
L282,OSM road 282,no_match,,,,,,,,,,,,,,,,,
L283,OSM road 283,no_match,,,,,,,,,,,,,,,,,
L284,OSM road 284,no_match,,,,,,,,,,,,,,,,,
L285,OSM road 285,no_match,,,,,,,,,,,,,,,,,
L286,OSM road 286,no_match,,,,,,,,,,,,,,,,,
L287,OSM road 287,no_match,,,,,,,,,,,,,,,,,
L288,OSM road 288,no_match,,,,,,,,,,,,,,,,,
L289,OSM road 289,no_match,,,,,,,,,,,,,,,,,
L290,OSM road 290,no_match,,,,,,,,,,,,,,,,,
L291,OSM road 291,no_match,,,,,,,,,,,,,,,,,
L292,OSM road 292,no_match,,,,,,,,,,,,,,,,,
L293,OSM road 293,no_match,,,,,,,,,,,,,,,,,
L294,OSM road 294,no_match,,,,,,,,,,,,,,,,,
L295,OSM road 295,no_match,,,,,,,,,,,,,,,,,
L296,OSM road 296,no_match,,,,,,,,,,,,179846,ул Галущака,0.0452,30.48,0.0,0.0
L297,OSM road 297,no_match,,,,,,,,,,,,179846,ул Галущака,0.5368,17.93,0.5633,0.0
L298,OSM road 298,matched_direct,direct,179846,ул Галущака,0.9644,3.56,1.0,0.0,4000.0,3600.0,2,60.0,179846,ул Галущака,0.9644,3.56,1.0,0.0
L299,OSM road 299,no_match,,,,,,,,,,,,,,,,,
L300,OSM road 300,no_match,,,,,,,,,,,,,,,,,
L301,OSM road 301,no_match,,,,,,,,,,,,,,,,,
L302,OSM road 302,no_match,,,,,,,,,,,,,,,,,
L303,OSM road 303,no_match,,,,,,,,,,,,,,,,,
L304,OSM road 304,no_match,,,,,,,,,,,,,,,,,
L305,OSM road 305,no_match,,,,,,,,,,,,,,,,,
L306,OSM road 306,no_match,,,,,,,,,,,,,,,,,
L307,OSM road 307,no_match,,,,,,,,,,,,,,,,,
L308,Нарымская улица,matched_direct,direct,177382,ул Нарымская,1.0533,19.67,1.0,1.0,14000.0,13800.0,7,40.0,177382,ул Нарымская,1.0533,19.67,1.0,1.0
L309,Нарымская улица,matched_direct,direct,177382,ул Нарымская,1.0464,20.36,1.0,1.0,14000.0,13800.0,7,40.0,177382,ул Нарымская,1.0464,20.36,1.0,1.0
L310,Нарымская улица,matched_direct,direct,177382,ул Нарымская,1.0464,20.36,1.0,1.0,14000.0,13800.0,7,40.0,177382,ул Нарымская,1.0464,20.36,1.0,1.0
L311,Нарымская улица,matched_direct,direct,177382,ул Нарымская,1.0832,16.68,1.0,1.0,14000.0,13800.0,7,40.0,177382,ул Нарымская,1.0832,16.68,1.0,1.0
L312,OSM road 312,no_match,,,,,,,,,,,,,,,,,
L313,OSM road 313,no_match,,,,,,,,,,,,,,,,,
L314,OSM road 314,no_match,,,,,,,,,,,,,,,,,
L315,OSM road 315,no_match,,,,,,,,,,,,,,,,,
L316,OSM road 316,no_match,,,,,,,,,,,,,,,,,
L317,OSM road 317,no_match,,,,,,,,,,,,,,,,,
L318,OSM road 318,no_match,,,,,,,,,,,,,,,,,
L319,OSM road 319,no_match,,,,,,,,,,,,,,,,,
L320,OSM road 320,no_match,,,,,,,,,,,,,,,,,
L321,OSM road 321,no_match,,,,,,,,,,,,,,,,,
L322,OSM road 322,no_match,,,,,,,,,,,,,,,,,
L323,OSM road 323,no_match,,,,,,,,,,,,,,,,,
L324,OSM road 324,no_match,,,,,,,,,,,,,,,,,
L325,OSM road 325,no_match,,,,,,,,,,,,,,,,,
L326,OSM road 326,no_match,,,,,,,,,,,,,,,,,
L327,OSM road 327,no_match,,,,,,,,,,,,,,,,,
L328,OSM road 328,no_match,,,,,,,,,,,,,,,,,
L329,OSM road 329,no_match,,,,,,,,,,,,,,,,,
L330,OSM road 330,no_match,,,,,,,,,,,,,,,,,
L331,OSM road 331,no_match,,,,,,,,,,,,,,,,,
L332,OSM road 332,no_match,,,,,,,,,,,,,,,,,
L333,OSM road 333,no_match,,,,,,,,,,,,,,,,,
L334,OSM road 334,no_match,,,,,,,,,,,,,,,,,
L335,OSM road 335,no_match,,,,,,,,,,,,,,,,,
L336,OSM road 336,no_match,,,,,,,,,,,,,,,,,
L337,OSM road 337,no_match,,,,,,,,,,,,,,,,,
